@RELATION mediamill-test-exp1

@ATTRIBUTE Att1 NUMERIC
@ATTRIBUTE Att2 NUMERIC
@ATTRIBUTE Att3 NUMERIC
@ATTRIBUTE Att4 NUMERIC
@ATTRIBUTE Att5 NUMERIC
@ATTRIBUTE Att6 NUMERIC
@ATTRIBUTE Att7 NUMERIC
@ATTRIBUTE Att8 NUMERIC
@ATTRIBUTE Att9 NUMERIC
@ATTRIBUTE Att10 NUMERIC
@ATTRIBUTE Att11 NUMERIC
@ATTRIBUTE Att12 NUMERIC
@ATTRIBUTE Att13 NUMERIC
@ATTRIBUTE Att14 NUMERIC
@ATTRIBUTE Att15 NUMERIC
@ATTRIBUTE Att16 NUMERIC
@ATTRIBUTE Att17 NUMERIC
@ATTRIBUTE Att18 NUMERIC
@ATTRIBUTE Att19 NUMERIC
@ATTRIBUTE Att20 NUMERIC
@ATTRIBUTE Att21 NUMERIC
@ATTRIBUTE Att22 NUMERIC
@ATTRIBUTE Att23 NUMERIC
@ATTRIBUTE Att24 NUMERIC
@ATTRIBUTE Att25 NUMERIC
@ATTRIBUTE Att26 NUMERIC
@ATTRIBUTE Att27 NUMERIC
@ATTRIBUTE Att28 NUMERIC
@ATTRIBUTE Att29 NUMERIC
@ATTRIBUTE Att30 NUMERIC
@ATTRIBUTE Att31 NUMERIC
@ATTRIBUTE Att32 NUMERIC
@ATTRIBUTE Att33 NUMERIC
@ATTRIBUTE Att34 NUMERIC
@ATTRIBUTE Att35 NUMERIC
@ATTRIBUTE Att36 NUMERIC
@ATTRIBUTE Att37 NUMERIC
@ATTRIBUTE Att38 NUMERIC
@ATTRIBUTE Att39 NUMERIC
@ATTRIBUTE Att40 NUMERIC
@ATTRIBUTE Att41 NUMERIC
@ATTRIBUTE Att42 NUMERIC
@ATTRIBUTE Att43 NUMERIC
@ATTRIBUTE Att44 NUMERIC
@ATTRIBUTE Att45 NUMERIC
@ATTRIBUTE Att46 NUMERIC
@ATTRIBUTE Att47 NUMERIC
@ATTRIBUTE Att48 NUMERIC
@ATTRIBUTE Att49 NUMERIC
@ATTRIBUTE Att50 NUMERIC
@ATTRIBUTE Att51 NUMERIC
@ATTRIBUTE Att52 NUMERIC
@ATTRIBUTE Att53 NUMERIC
@ATTRIBUTE Att54 NUMERIC
@ATTRIBUTE Att55 NUMERIC
@ATTRIBUTE Att56 NUMERIC
@ATTRIBUTE Att57 NUMERIC
@ATTRIBUTE Att58 NUMERIC
@ATTRIBUTE Att59 NUMERIC
@ATTRIBUTE Att60 NUMERIC
@ATTRIBUTE Att61 NUMERIC
@ATTRIBUTE Att62 NUMERIC
@ATTRIBUTE Att63 NUMERIC
@ATTRIBUTE Att64 NUMERIC
@ATTRIBUTE Att65 NUMERIC
@ATTRIBUTE Att66 NUMERIC
@ATTRIBUTE Att67 NUMERIC
@ATTRIBUTE Att68 NUMERIC
@ATTRIBUTE Att69 NUMERIC
@ATTRIBUTE Att70 NUMERIC
@ATTRIBUTE Att71 NUMERIC
@ATTRIBUTE Att72 NUMERIC
@ATTRIBUTE Att73 NUMERIC
@ATTRIBUTE Att74 NUMERIC
@ATTRIBUTE Att75 NUMERIC
@ATTRIBUTE Att76 NUMERIC
@ATTRIBUTE Att77 NUMERIC
@ATTRIBUTE Att78 NUMERIC
@ATTRIBUTE Att79 NUMERIC
@ATTRIBUTE Att80 NUMERIC
@ATTRIBUTE Att81 NUMERIC
@ATTRIBUTE Att82 NUMERIC
@ATTRIBUTE Att83 NUMERIC
@ATTRIBUTE Att84 NUMERIC
@ATTRIBUTE Att85 NUMERIC
@ATTRIBUTE Att86 NUMERIC
@ATTRIBUTE Att87 NUMERIC
@ATTRIBUTE Att88 NUMERIC
@ATTRIBUTE Att89 NUMERIC
@ATTRIBUTE Att90 NUMERIC
@ATTRIBUTE Att91 NUMERIC
@ATTRIBUTE Att92 NUMERIC
@ATTRIBUTE Att93 NUMERIC
@ATTRIBUTE Att94 NUMERIC
@ATTRIBUTE Att95 NUMERIC
@ATTRIBUTE Att96 NUMERIC
@ATTRIBUTE Att97 NUMERIC
@ATTRIBUTE Att98 NUMERIC
@ATTRIBUTE Att99 NUMERIC
@ATTRIBUTE Att100 NUMERIC
@ATTRIBUTE Att101 NUMERIC
@ATTRIBUTE Att102 NUMERIC
@ATTRIBUTE Att103 NUMERIC
@ATTRIBUTE Att104 NUMERIC
@ATTRIBUTE Att105 NUMERIC
@ATTRIBUTE Att106 NUMERIC
@ATTRIBUTE Att107 NUMERIC
@ATTRIBUTE Att108 NUMERIC
@ATTRIBUTE Att109 NUMERIC
@ATTRIBUTE Att110 NUMERIC
@ATTRIBUTE Att111 NUMERIC
@ATTRIBUTE Att112 NUMERIC
@ATTRIBUTE Att113 NUMERIC
@ATTRIBUTE Att114 NUMERIC
@ATTRIBUTE Att115 NUMERIC
@ATTRIBUTE Att116 NUMERIC
@ATTRIBUTE Att117 NUMERIC
@ATTRIBUTE Att118 NUMERIC
@ATTRIBUTE Att119 NUMERIC
@ATTRIBUTE Att120 NUMERIC
@ATTRIBUTE Class1 {0, 1}
@ATTRIBUTE Class2 {0, 1}
@ATTRIBUTE Class3 {0, 1}
@ATTRIBUTE Class4 {0, 1}
@ATTRIBUTE Class5 {0, 1}
@ATTRIBUTE Class6 {0, 1}
@ATTRIBUTE Class7 {0, 1}
@ATTRIBUTE Class8 {0, 1}
@ATTRIBUTE Class9 {0, 1}
@ATTRIBUTE Class10 {0, 1}
@ATTRIBUTE Class11 {0, 1}
@ATTRIBUTE Class12 {0, 1}
@ATTRIBUTE Class13 {0, 1}
@ATTRIBUTE Class14 {0, 1}
@ATTRIBUTE Class15 {0, 1}
@ATTRIBUTE Class16 {0, 1}
@ATTRIBUTE Class17 {0, 1}
@ATTRIBUTE Class18 {0, 1}
@ATTRIBUTE Class19 {0, 1}
@ATTRIBUTE Class20 {0, 1}
@ATTRIBUTE Class21 {0, 1}
@ATTRIBUTE Class22 {0, 1}
@ATTRIBUTE Class23 {0, 1}
@ATTRIBUTE Class24 {0, 1}
@ATTRIBUTE Class25 {0, 1}
@ATTRIBUTE Class26 {0, 1}
@ATTRIBUTE Class27 {0, 1}
@ATTRIBUTE Class28 {0, 1}
@ATTRIBUTE Class29 {0, 1}
@ATTRIBUTE Class30 {0, 1}
@ATTRIBUTE Class31 {0, 1}
@ATTRIBUTE Class32 {0, 1}
@ATTRIBUTE Class33 {0, 1}
@ATTRIBUTE Class34 {0, 1}
@ATTRIBUTE Class35 {0, 1}
@ATTRIBUTE Class36 {0, 1}
@ATTRIBUTE Class37 {0, 1}
@ATTRIBUTE Class38 {0, 1}
@ATTRIBUTE Class39 {0, 1}
@ATTRIBUTE Class40 {0, 1}
@ATTRIBUTE Class41 {0, 1}
@ATTRIBUTE Class42 {0, 1}
@ATTRIBUTE Class43 {0, 1}
@ATTRIBUTE Class44 {0, 1}
@ATTRIBUTE Class45 {0, 1}
@ATTRIBUTE Class46 {0, 1}
@ATTRIBUTE Class47 {0, 1}
@ATTRIBUTE Class48 {0, 1}
@ATTRIBUTE Class49 {0, 1}
@ATTRIBUTE Class50 {0, 1}
@ATTRIBUTE Class51 {0, 1}
@ATTRIBUTE Class52 {0, 1}
@ATTRIBUTE Class53 {0, 1}
@ATTRIBUTE Class54 {0, 1}
@ATTRIBUTE Class55 {0, 1}
@ATTRIBUTE Class56 {0, 1}
@ATTRIBUTE Class57 {0, 1}
@ATTRIBUTE Class58 {0, 1}
@ATTRIBUTE Class59 {0, 1}
@ATTRIBUTE Class60 {0, 1}
@ATTRIBUTE Class61 {0, 1}
@ATTRIBUTE Class62 {0, 1}
@ATTRIBUTE Class63 {0, 1}
@ATTRIBUTE Class64 {0, 1}
@ATTRIBUTE Class65 {0, 1}
@ATTRIBUTE Class66 {0, 1}
@ATTRIBUTE Class67 {0, 1}
@ATTRIBUTE Class68 {0, 1}
@ATTRIBUTE Class69 {0, 1}
@ATTRIBUTE Class70 {0, 1}
@ATTRIBUTE Class71 {0, 1}
@ATTRIBUTE Class72 {0, 1}
@ATTRIBUTE Class73 {0, 1}
@ATTRIBUTE Class74 {0, 1}
@ATTRIBUTE Class75 {0, 1}
@ATTRIBUTE Class76 {0, 1}
@ATTRIBUTE Class77 {0, 1}
@ATTRIBUTE Class78 {0, 1}
@ATTRIBUTE Class79 {0, 1}
@ATTRIBUTE Class80 {0, 1}
@ATTRIBUTE Class81 {0, 1}
@ATTRIBUTE Class82 {0, 1}
@ATTRIBUTE Class83 {0, 1}
@ATTRIBUTE Class84 {0, 1}
@ATTRIBUTE Class85 {0, 1}
@ATTRIBUTE Class86 {0, 1}
@ATTRIBUTE Class87 {0, 1}
@ATTRIBUTE Class88 {0, 1}
@ATTRIBUTE Class89 {0, 1}
@ATTRIBUTE Class90 {0, 1}
@ATTRIBUTE Class91 {0, 1}
@ATTRIBUTE Class92 {0, 1}
@ATTRIBUTE Class93 {0, 1}
@ATTRIBUTE Class94 {0, 1}
@ATTRIBUTE Class95 {0, 1}
@ATTRIBUTE Class96 {0, 1}
@ATTRIBUTE Class97 {0, 1}
@ATTRIBUTE Class98 {0, 1}
@ATTRIBUTE Class99 {0, 1}
@ATTRIBUTE Class100 {0, 1}
@ATTRIBUTE Class101 {0, 1}

@DATA
0.499542,0.544008,0.534749,0.378839,0.221922,0.366266,0.345904,0.51479,0.354736,0.317849,0.068386,0.215116,0.172274,0.295815,0.213059,0.573861,0.62658,0.610798,0.449084,0.274048,0.428428,0.406685,0.598666,0.420922,0.382507,0.085384,0.263937,0.218804,0.35011,0.26462,0.462449,0.457364,0.39681,0.411776,0.277439,0.399432,0.34052,0.431722,0.369622,0.329296,0.096707,0.271447,0.225089,0.350597,0.265462,0.716107,0.717007,0.638717,0.67698,0.59135,0.634374,0.564026,0.676068,0.643872,0.6181,0.285611,0.600055,0.539251,0.631438,0.574093,0.432777,0.541407,0.579287,0.455628,0.162816,0.383323,0.31496,0.523481,0.302832,0.273976,0.058711,0.244217,0.110706,0.300183,0.16135,0.492323,0.612373,0.660061,0.517085,0.195165,0.442785,0.357918,0.590578,0.351173,0.317562,0.069111,0.286839,0.133273,0.346872,0.194125,0.412365,0.413076,0.394565,0.430927,0.229457,0.389237,0.314476,0.388588,0.333302,0.294017,0.092843,0.313291,0.168202,0.348296,0.221426,0.658065,0.654567,0.656122,0.699777,0.500207,0.613931,0.530244,0.626606,0.571743,0.544661,0.232858,0.604633,0.407274,0.610371,0.468091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.437333,0.509886,0.49691,0.478169,0.196853,0.384629,0.4071,0.536311,0.304782,0.264363,0.053204,0.176099,0.141278,0.314007,0.184812,0.534303,0.582856,0.604515,0.584895,0.235858,0.469651,0.489486,0.638958,0.360776,0.32495,0.064648,0.214444,0.172901,0.380854,0.223143,0.410673,0.439293,0.386732,0.476165,0.234496,0.400725,0.389019,0.44812,0.319867,0.272945,0.079593,0.214085,0.177852,0.347929,0.222097,0.669835,0.669174,0.639923,0.709043,0.593935,0.634709,0.597778,0.662581,0.619409,0.612255,0.466275,0.596847,0.577581,0.642736,0.604997,0.372262,0.47999,0.526186,0.497238,0.14187,0.38177,0.345829,0.499306,0.256444,0.23334,0.049308,0.210171,0.095656,0.282911,0.140512,0.430473,0.537317,0.591828,0.565755,0.162888,0.436054,0.398851,0.564679,0.291248,0.27097,0.056916,0.241378,0.11052,0.323104,0.162987,0.368224,0.396855,0.390283,0.470507,0.189717,0.391165,0.345068,0.387953,0.285799,0.252982,0.07665,0.25845,0.137916,0.323523,0.186453,0.608621,0.629815,0.614825,0.71223,0.548006,0.601662,0.55321,0.588167,0.548521,0.549504,0.35682,0.56448,0.494078,0.598256,0.531825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.415888,0.4879,0.558318,0.339429,0.174316,0.30974,0.317899,0.514434,0.287136,0.258671,0.049152,0.166774,0.135488,0.240346,0.166085,0.512838,0.59111,0.672455,0.428963,0.227656,0.381656,0.396043,0.622984,0.368731,0.333194,0.07005,0.221572,0.181895,0.301252,0.217192,0.428468,0.457466,0.428023,0.395829,0.235171,0.366439,0.338067,0.452949,0.329577,0.291495,0.077013,0.226596,0.186138,0.310215,0.222656,0.69493,0.71874,0.681469,0.650437,0.527518,0.617737,0.570451,0.690172,0.618935,0.585188,0.257008,0.552444,0.465972,0.5944,0.499809,0.38904,0.47443,0.553073,0.397911,0.151079,0.348628,0.2755,0.520109,0.265717,0.25182,0.05162,0.227141,0.10615,0.264923,0.150187,0.474862,0.568206,0.663996,0.459912,0.199739,0.417559,0.326515,0.599247,0.334612,0.321502,0.071085,0.293015,0.141913,0.325166,0.196558,0.399928,0.400887,0.403923,0.424493,0.218666,0.391739,0.303791,0.408366,0.317557,0.28105,0.085133,0.297955,0.159271,0.336304,0.211743,0.649917,0.639972,0.6309,0.667173,0.494619,0.62484,0.503816,0.629618,0.571288,0.53375,0.233714,0.589905,0.393183,0.603925,0.461109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.461909,0.537823,0.55043,0.417189,0.194678,0.366669,0.376591,0.546154,0.310321,0.280451,0.056285,0.182704,0.147057,0.288706,0.185,0.559802,0.616267,0.623567,0.522241,0.252846,0.447392,0.466466,0.630127,0.380686,0.359075,0.081118,0.251236,0.201667,0.362972,0.241734,0.4122,0.437168,0.395507,0.441283,0.24582,0.38885,0.369978,0.438611,0.321111,0.284055,0.084905,0.234265,0.195267,0.33849,0.233899,0.684875,0.703908,0.634256,0.699221,0.636383,0.642621,0.607446,0.672775,0.620721,0.610997,0.340699,0.651422,0.591293,0.6586,0.604912,0.376496,0.495322,0.54966,0.45439,0.139556,0.369956,0.319823,0.510625,0.255777,0.237034,0.049203,0.208345,0.095504,0.270896,0.13807,0.46279,0.570082,0.619165,0.568137,0.180586,0.448898,0.396104,0.584739,0.313428,0.300359,0.065071,0.267567,0.125866,0.344469,0.179243,0.366028,0.40173,0.397157,0.456161,0.193214,0.384313,0.337104,0.385972,0.286671,0.253092,0.076987,0.262188,0.14129,0.320201,0.18819,0.625508,0.657566,0.628468,0.71449,0.51248,0.61314,0.548696,0.597186,0.5568,0.536627,0.257435,0.600631,0.435344,0.619566,0.481885,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.505737,0.504834,0.43197,0.458055,0.244311,0.408874,0.372777,0.470377,0.361818,0.323036,0.080538,0.237009,0.186974,0.350289,0.234438,0.621025,0.584494,0.510139,0.62378,0.2946,0.496349,0.481849,0.586029,0.426433,0.396782,0.100394,0.299429,0.228856,0.451249,0.282999,0.440536,0.405101,0.329566,0.43589,0.286803,0.40551,0.343363,0.384983,0.357614,0.316442,0.108518,0.276897,0.229727,0.375791,0.274357,0.709447,0.64564,0.544241,0.729418,0.625717,0.632985,0.57183,0.611994,0.638776,0.61331,0.437279,0.659721,0.598284,0.679174,0.604131,0.477301,0.500615,0.470445,0.529427,0.207138,0.433102,0.344432,0.448748,0.347877,0.303979,0.080059,0.301254,0.141228,0.373648,0.203694,0.552108,0.572704,0.54124,0.644866,0.239217,0.50245,0.415704,0.529772,0.395577,0.355317,0.092346,0.351556,0.163595,0.442074,0.234448,0.420385,0.378294,0.341122,0.44316,0.250233,0.39184,0.319972,0.341515,0.350931,0.301247,0.109026,0.335303,0.182385,0.373692,0.243179,0.648688,0.595692,0.54398,0.674435,0.515626,0.580067,0.523458,0.537169,0.569551,0.538033,0.297015,0.610664,0.43194,0.61161,0.495257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41383,0.543975,0.607265,0.386858,0.169158,0.329894,0.359316,0.568538,0.284135,0.242263,0.043142,0.15466,0.121515,0.255584,0.155978,0.484926,0.611449,0.687512,0.456879,0.200013,0.388112,0.414816,0.647499,0.327595,0.294828,0.053496,0.186282,0.147892,0.302004,0.184218,0.371601,0.44464,0.407955,0.416474,0.20385,0.353452,0.356956,0.433748,0.293034,0.244876,0.060325,0.188998,0.152733,0.29969,0.189629,0.647621,0.684727,0.687797,0.685132,0.548589,0.653161,0.586334,0.692745,0.584863,0.569508,0.227587,0.560513,0.474554,0.607746,0.52665,0.346972,0.509471,0.585904,0.428801,0.123712,0.339387,0.299679,0.529323,0.240596,0.205786,0.039704,0.18554,0.080745,0.24341,0.119236,0.4016,0.577222,0.649135,0.522834,0.147993,0.404854,0.354354,0.593904,0.277165,0.243802,0.047897,0.218842,0.09689,0.294302,0.144877,0.329237,0.401453,0.400857,0.418313,0.16296,0.356635,0.319891,0.383717,0.26286,0.217398,0.060272,0.224379,0.114865,0.282508,0.156588,0.601892,0.633595,0.653382,0.668269,0.435439,0.612028,0.544551,0.629328,0.523548,0.492122,0.235804,0.514262,0.342636,0.555588,0.424472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
0.477486,0.529132,0.477847,0.4476,0.229053,0.404866,0.378062,0.518789,0.356621,0.305114,0.065476,0.216624,0.173064,0.329771,0.216515,0.564512,0.62338,0.545988,0.568409,0.262483,0.488805,0.463536,0.611777,0.407679,0.349575,0.071275,0.249061,0.19563,0.40597,0.247645,0.408506,0.394194,0.32331,0.411755,0.296706,0.414344,0.333206,0.383974,0.358726,0.316249,0.10876,0.291131,0.24416,0.372748,0.282823,0.667488,0.642229,0.57621,0.672424,0.618284,0.665803,0.551442,0.64911,0.618037,0.605007,0.316971,0.675514,0.594859,0.658642,0.592364,0.419771,0.476579,0.505844,0.445783,0.186833,0.393664,0.308369,0.484714,0.316735,0.282592,0.065906,0.27187,0.131448,0.317626,0.179494,0.508658,0.584485,0.597092,0.559292,0.234311,0.487871,0.386372,0.580319,0.376971,0.343101,0.081675,0.336073,0.16898,0.394849,0.226878,0.385711,0.339207,0.315294,0.381764,0.269694,0.386055,0.294628,0.33622,0.344373,0.309349,0.11537,0.343355,0.210916,0.361404,0.257918,0.612365,0.591319,0.532768,0.637787,0.543187,0.616814,0.505441,0.556715,0.561966,0.547563,0.274516,0.612786,0.470742,0.614031,0.506547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.388436,0.512128,0.546423,0.434575,0.16544,0.337216,0.381795,0.543078,0.265188,0.225205,0.039678,0.14685,0.113113,0.274046,0.150456,0.478756,0.605395,0.681455,0.54685,0.196559,0.41987,0.483654,0.667384,0.316476,0.274317,0.047909,0.175405,0.135051,0.33918,0.177428,0.362614,0.417035,0.380855,0.432385,0.210919,0.368451,0.366224,0.423636,0.28594,0.242191,0.062798,0.194728,0.156405,0.319523,0.195075,0.666503,0.685736,0.645062,0.687246,0.577248,0.657882,0.607622,0.692019,0.588543,0.594796,0.320161,0.634754,0.546058,0.629996,0.54244,0.336325,0.477871,0.560533,0.441489,0.123013,0.342228,0.312606,0.504002,0.231523,0.203339,0.039479,0.186467,0.081067,0.247416,0.118961,0.445357,0.570851,0.678905,0.519991,0.173862,0.428148,0.378981,0.603637,0.314748,0.28628,0.059897,0.268908,0.120862,0.322126,0.167603,0.340078,0.396755,0.393352,0.437613,0.172259,0.371446,0.331478,0.380879,0.272909,0.228555,0.063781,0.239116,0.121819,0.299686,0.165322,0.606915,0.619996,0.619943,0.68863,0.45449,0.618434,0.549662,0.612012,0.531408,0.519718,0.22685,0.55958,0.387603,0.579342,0.427995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.333181,0.507802,0.514442,0.447063,0.136992,0.302754,0.388376,0.497841,0.226482,0.184737,0.031844,0.118932,0.087484,0.255269,0.12179,0.411327,0.59523,0.618741,0.54774,0.162237,0.358553,0.468458,0.585356,0.271241,0.224982,0.039215,0.143464,0.104863,0.310095,0.143439,0.339863,0.435355,0.398304,0.44174,0.176556,0.337001,0.374376,0.419799,0.259481,0.211433,0.047225,0.157082,0.122698,0.293833,0.160525,0.662896,0.690489,0.637709,0.735175,0.516959,0.636733,0.615488,0.656832,0.548788,0.513527,0.209591,0.5487,0.457829,0.628507,0.473935,0.28355,0.481621,0.508515,0.443387,0.098062,0.314153,0.331565,0.434423,0.19713,0.161425,0.030973,0.150012,0.06044,0.222387,0.091233,0.352406,0.574042,0.608734,0.529341,0.115447,0.379356,0.405721,0.521821,0.238907,0.196087,0.03776,0.181437,0.071174,0.268051,0.107565,0.302719,0.38577,0.370679,0.42032,0.14382,0.343242,0.338266,0.347887,0.242434,0.194567,0.052481,0.202545,0.097079,0.270229,0.136724,0.603005,0.637366,0.627564,0.713278,0.433263,0.61208,0.565279,0.604245,0.508978,0.4635,0.201294,0.542655,0.338864,0.574095,0.389828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.505549,0.455155,0.431943,0.321583,0.252692,0.362711,0.298305,0.431164,0.370562,0.357863,0.092125,0.270218,0.220707,0.291345,0.246128,0.590865,0.541416,0.513486,0.391202,0.306534,0.430678,0.355662,0.525512,0.438734,0.422259,0.113881,0.330543,0.272125,0.350058,0.29883,0.425349,0.354391,0.305054,0.333973,0.323645,0.37348,0.278483,0.346427,0.37237,0.356099,0.140071,0.337933,0.292134,0.344074,0.314997,0.708123,0.680984,0.621266,0.642291,0.64882,0.623621,0.543317,0.623422,0.662797,0.65403,0.405475,0.693713,0.632019,0.655194,0.633226,0.4533,0.463324,0.472862,0.395257,0.198051,0.377284,0.27453,0.467492,0.319116,0.313161,0.077841,0.294462,0.148246,0.314659,0.196905,0.522511,0.527695,0.541042,0.451531,0.235676,0.435993,0.321316,0.524293,0.372789,0.36413,0.094131,0.348832,0.178692,0.369717,0.234387,0.413278,0.339193,0.31819,0.373522,0.281845,0.372687,0.274419,0.335464,0.346563,0.328076,0.127327,0.366382,0.223071,0.36542,0.272004,0.660667,0.601239,0.562666,0.642572,0.559571,0.587407,0.497578,0.544497,0.596861,0.584635,0.318958,0.634895,0.47861,0.621463,0.533248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.491824,0.50232,0.484717,0.376848,0.227066,0.367209,0.336795,0.507889,0.341839,0.317844,0.068961,0.218781,0.177315,0.298407,0.2153,0.570176,0.594936,0.564432,0.47379,0.266685,0.4283,0.414143,0.601795,0.402595,0.370847,0.083666,0.257437,0.210925,0.362467,0.254626,0.425248,0.396255,0.338332,0.393961,0.309705,0.396057,0.319497,0.392447,0.365822,0.330451,0.120921,0.303169,0.2617,0.362691,0.29545,0.689102,0.673697,0.598972,0.68293,0.70997,0.637018,0.560056,0.634444,0.672047,0.650018,0.491192,0.712506,0.706855,0.687651,0.686428,0.414079,0.495294,0.53104,0.442043,0.15981,0.368368,0.301386,0.495323,0.28179,0.266816,0.058836,0.239429,0.111365,0.291465,0.158486,0.476743,0.574071,0.613592,0.526992,0.187744,0.425235,0.366985,0.562518,0.328449,0.311069,0.070243,0.280778,0.132477,0.347437,0.186602,0.400163,0.368486,0.345787,0.416608,0.252126,0.384121,0.309064,0.354063,0.336493,0.300026,0.108027,0.331468,0.190602,0.359208,0.24301,0.657228,0.629301,0.586082,0.697575,0.586514,0.613653,0.534123,0.556797,0.600295,0.574731,0.339621,0.66366,0.500064,0.658438,0.557994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
